Sample	int48	int3	int88	int37	int8	int42	int22	int73	int98	int25	int28	int34	int6	int85	int76	int95	int92	int20	int51	int33	int79	int41	int83	int93	int71	int13	int99	int23	int75	int86	int68	int17	int84	int30	int65	int57	int67	int54	int9	int7	int27	int39	int82	int38	int58	int100	int12	int47	int53	int10	int72	int97	int74	int49	int64	int5	int78	int36	int81	int11	int24	int21	int55	int62	int56	int46	int29	int1	int94	int50	int90	int63	int66	int35	int15	int31	int26	int4	int14	int40	int77	int89	int43	int91	int52	int69	int19	int87	int44	int61	int2	int70	int18	int60	int45	int32	int16	int80	int59	int96	discrete48	discrete3	discrete88	discrete37	discrete8	discrete42	discrete22	discrete73	discrete98	discrete25	discrete28	discrete34	discrete6	discrete85	discrete76	discrete95	discrete92	discrete20	discrete51	discrete33	discrete79	discrete41	discrete83	discrete93	discrete71	discrete13	discrete99	discrete23	discrete75	discrete86	discrete68	discrete17	discrete84	discrete30	discrete65	discrete57	discrete67	discrete54	discrete9	discrete7	discrete27	discrete39	discrete82	discrete38	discrete58	discrete100	discrete12	discrete47	discrete53	discrete10	discrete72	discrete97	discrete74	discrete49	discrete64	discrete5	discrete78	discrete36	discrete81	discrete11	discrete24	discrete21	discrete55	discrete62	discrete56	discrete46	discrete29	discrete1	discrete94	discrete50	discrete90	discrete63	discrete66	discrete35	discrete15	discrete31	discrete26	discrete4	discrete14	discrete40	discrete77	discrete89	discrete43	discrete91	discrete52	discrete69	discrete19	discrete87	discrete44	discrete61	discrete2	discrete70	discrete18	discrete60	discrete45	discrete32	discrete16	discrete80	discrete59	discrete96
s79	85	45	62	37	1	58	86	10	33	35	80	7	8	89	92	50	21	65	98	81	59	45	73	45	88	85	52	70	59	100	56	90	12	85	48	78	66	64	8	55	83	18	15	36	69	3	71	65	1	98	66	75	82	5	54	18	10	36	45	66	69	90	56	65	35	91	58	98	85	79	21	85	23	91	86	100	43	47	60	70	85	60	52	34	85	52	87	20	75	56	88	15	65	51	49	39	0	56	12	79	warm	cold	hot	cold	hot	hot	cold	warm	warm	lukewarm	warm	hot	warm	hot	warm	lukewarm	lukewarm	cold	lukewarm	warm	warm	warm	warm	lukewarm	cold	lukewarm	cold	cold	hot	hot	hot	hot	hot	warm	warm	warm	hot	lukewarm	lukewarm	warm	cold	warm	warm	cold	lukewarm	cold	warm	lukewarm	hot	hot	hot	hot	cold	hot	warm	lukewarm	lukewarm	lukewarm	warm	lukewarm	lukewarm	lukewarm	hot	cold	cold	cold	hot	cold	hot	lukewarm	hot	hot	cold	warm	lukewarm	lukewarm	warm	warm	hot	warm	warm	cold	lukewarm	cold	lukewarm	hot	hot	hot	cold	lukewarm	hot	lukewarm	cold	warm	hot	hot	warm	warm	hot	lukewarm
s80	9	78	7	19	82	2	26	69	54	76	63	43	32	5	79	16	14	46	33	74	51	94	74	23	64	64	68	89	45	7	70	38	69	97	4	9	21	36	99	27	73	55	7	89	42	13	14	89	94	54	62	95	25	72	9	28	77	88	11	14	19	7	22	98	10	32	52	65	1	93	57	38	83	44	47	66	54	100	74	56	36	49	8	77	76	77	94	88	81	53	8	27	50	67	36	2	12	80	5	26	warm	cold	cold	warm	warm	hot	cold	hot	hot	cold	warm	warm	hot	hot	lukewarm	warm	warm	cold	hot	warm	lukewarm	lukewarm	cold	lukewarm	lukewarm	cold	lukewarm	lukewarm	warm	cold	hot	cold	lukewarm	lukewarm	cold	cold	cold	cold	cold	lukewarm	lukewarm	hot	warm	hot	hot	warm	warm	lukewarm	hot	hot	hot	warm	cold	warm	warm	warm	hot	warm	lukewarm	cold	warm	warm	cold	hot	lukewarm	cold	warm	lukewarm	warm	cold	hot	cold	cold	hot	hot	lukewarm	lukewarm	warm	lukewarm	lukewarm	lukewarm	warm	lukewarm	warm	warm	warm	warm	cold	hot	lukewarm	hot	cold	cold	warm	warm	lukewarm	lukewarm	warm	hot	warm
s81	32	67	100	33	44	97	44	60	47	29	16	56	54	28	97	25	65	76	94	20	75	8	45	9	55	75	81	87	89	49	70	20	1	28	31	10	43	75	24	62	98	73	89	19	3	49	65	72	8	3	68	0	1	1	45	85	23	47	34	26	85	1	86	39	65	71	5	92	99	24	83	88	3	2	64	70	53	82	55	24	87	62	37	55	71	56	45	81	60	72	37	46	97	99	79	80	72	89	0	17	warm	cold	warm	cold	lukewarm	warm	warm	cold	lukewarm	hot	warm	warm	warm	warm	hot	hot	lukewarm	warm	hot	lukewarm	cold	warm	hot	cold	lukewarm	warm	warm	hot	hot	hot	hot	hot	lukewarm	cold	lukewarm	lukewarm	cold	lukewarm	hot	cold	lukewarm	warm	warm	lukewarm	hot	hot	lukewarm	lukewarm	lukewarm	lukewarm	lukewarm	lukewarm	cold	cold	warm	cold	cold	warm	warm	hot	hot	warm	lukewarm	warm	hot	cold	cold	hot	cold	cold	cold	warm	hot	lukewarm	lukewarm	cold	warm	cold	lukewarm	warm	cold	lukewarm	cold	lukewarm	cold	cold	hot	cold	hot	warm	warm	warm	cold	lukewarm	warm	warm	warm	warm	lukewarm	lukewarm
s82	71	75	5	70	71	99	81	94	52	98	53	63	45	22	66	62	7	38	2	29	28	1	48	61	87	62	71	57	6	73	58	50	21	37	68	48	28	85	4	97	39	27	6	68	91	0	95	66	12	89	62	81	9	51	94	59	83	89	21	83	95	10	58	35	62	86	44	52	38	67	39	67	17	67	99	81	18	92	96	44	67	65	7	23	5	52	99	7	25	33	57	20	11	60	63	26	100	90	78	97	warm	cold	cold	lukewarm	warm	hot	cold	hot	warm	lukewarm	lukewarm	hot	hot	warm	cold	cold	warm	cold	cold	lukewarm	lukewarm	warm	hot	warm	cold	warm	hot	cold	warm	warm	hot	hot	warm	lukewarm	warm	hot	lukewarm	warm	hot	cold	lukewarm	lukewarm	warm	lukewarm	hot	lukewarm	hot	cold	lukewarm	cold	lukewarm	warm	warm	warm	warm	cold	warm	hot	hot	lukewarm	hot	warm	cold	cold	warm	lukewarm	cold	hot	warm	lukewarm	lukewarm	cold	hot	warm	lukewarm	hot	warm	warm	cold	lukewarm	cold	lukewarm	cold	warm	lukewarm	hot	warm	cold	lukewarm	warm	hot	warm	cold	hot	cold	cold	cold	warm	hot	lukewarm
s83	53	49	44	47	77	84	68	7	67	26	1	35	7	10	15	80	81	10	74	84	48	61	20	91	90	33	49	21	55	27	77	21	49	0	16	33	51	39	56	59	5	2	82	92	37	77	17	50	7	85	72	53	41	19	82	93	8	96	9	15	34	17	22	48	43	54	6	4	99	82	33	71	99	48	23	29	27	44	78	16	87	42	56	98	86	60	34	49	67	94	37	10	45	42	69	5	23	42	59	86	cold	lukewarm	cold	hot	warm	hot	lukewarm	hot	warm	lukewarm	lukewarm	warm	hot	hot	warm	cold	cold	hot	lukewarm	hot	warm	warm	cold	lukewarm	lukewarm	warm	hot	hot	cold	hot	cold	cold	warm	hot	cold	cold	cold	cold	cold	hot	cold	cold	warm	hot	lukewarm	warm	lukewarm	lukewarm	cold	hot	warm	hot	hot	warm	cold	lukewarm	cold	lukewarm	hot	warm	lukewarm	hot	warm	cold	cold	hot	warm	lukewarm	hot	cold	lukewarm	hot	warm	lukewarm	hot	cold	warm	lukewarm	warm	warm	cold	lukewarm	hot	lukewarm	lukewarm	lukewarm	cold	warm	hot	warm	cold	hot	lukewarm	hot	lukewarm	lukewarm	hot	cold	lukewarm	lukewarm
s84	62	55	73	81	76	67	54	19	80	62	76	39	92	6	93	69	17	70	10	99	73	15	92	79	20	94	48	33	67	28	31	84	81	99	64	87	82	29	56	5	82	14	97	20	45	29	85	85	29	93	15	35	31	28	100	2	46	56	17	72	12	69	26	8	40	45	55	88	27	76	99	37	85	25	21	69	1	43	40	27	58	85	60	68	11	5	68	93	40	68	39	68	79	18	26	71	53	89	62	70	hot	hot	hot	lukewarm	warm	warm	lukewarm	lukewarm	cold	hot	cold	warm	lukewarm	lukewarm	hot	hot	warm	hot	hot	warm	hot	warm	cold	lukewarm	cold	warm	lukewarm	lukewarm	warm	hot	warm	warm	hot	lukewarm	cold	lukewarm	cold	hot	lukewarm	lukewarm	hot	cold	cold	warm	hot	lukewarm	lukewarm	cold	cold	cold	lukewarm	lukewarm	warm	lukewarm	lukewarm	cold	hot	hot	cold	warm	hot	warm	cold	hot	hot	hot	hot	cold	cold	cold	cold	hot	warm	hot	hot	lukewarm	lukewarm	cold	hot	hot	lukewarm	cold	warm	lukewarm	lukewarm	cold	lukewarm	hot	lukewarm	warm	warm	warm	warm	warm	lukewarm	lukewarm	hot	lukewarm	lukewarm	hot
s85	98	38	51	20	37	59	7	3	3	60	10	79	31	56	44	32	66	44	19	30	69	30	61	32	1	86	79	55	93	19	2	58	31	67	68	83	41	65	50	54	76	10	68	69	79	84	73	83	74	23	31	16	75	11	63	73	89	65	39	45	28	84	98	58	72	97	77	56	68	95	17	52	26	62	98	49	17	8	41	59	54	28	15	97	40	6	99	60	0	22	56	69	11	89	85	4	90	30	97	85	lukewarm	warm	cold	cold	warm	warm	hot	lukewarm	hot	warm	cold	cold	cold	cold	warm	cold	cold	warm	lukewarm	warm	hot	hot	lukewarm	cold	cold	cold	warm	warm	cold	lukewarm	warm	lukewarm	lukewarm	hot	warm	warm	warm	hot	warm	cold	cold	lukewarm	cold	lukewarm	cold	lukewarm	lukewarm	cold	warm	hot	lukewarm	warm	warm	hot	cold	lukewarm	warm	lukewarm	cold	warm	hot	cold	warm	hot	cold	cold	cold	hot	lukewarm	hot	hot	lukewarm	lukewarm	lukewarm	cold	cold	cold	warm	hot	warm	cold	hot	lukewarm	hot	hot	cold	cold	hot	cold	cold	hot	cold	lukewarm	warm	cold	lukewarm	lukewarm	warm	lukewarm	lukewarm
s86	41	10	89	32	94	55	74	66	65	84	36	5	9	100	11	67	43	89	33	9	43	63	68	85	50	28	68	49	60	22	59	93	70	78	34	38	31	58	82	42	80	42	100	88	6	83	86	49	100	37	93	91	42	36	52	82	42	3	46	85	16	22	43	48	76	58	94	61	82	89	39	25	21	61	88	52	29	58	35	40	61	49	39	68	80	40	56	9	16	13	80	20	3	74	21	23	26	21	29	53	warm	cold	hot	cold	lukewarm	hot	warm	warm	warm	lukewarm	warm	lukewarm	lukewarm	cold	lukewarm	hot	cold	cold	hot	lukewarm	hot	cold	lukewarm	warm	lukewarm	warm	warm	warm	cold	warm	lukewarm	cold	cold	cold	hot	warm	lukewarm	lukewarm	warm	cold	cold	hot	cold	warm	warm	warm	lukewarm	hot	hot	lukewarm	cold	hot	cold	hot	lukewarm	hot	hot	lukewarm	hot	cold	cold	hot	hot	lukewarm	lukewarm	warm	lukewarm	warm	hot	lukewarm	hot	hot	hot	warm	lukewarm	hot	cold	warm	cold	lukewarm	cold	cold	cold	warm	lukewarm	cold	lukewarm	warm	hot	hot	lukewarm	warm	hot	cold	warm	hot	lukewarm	warm	lukewarm	lukewarm
s87	85	99	72	41	2	73	97	47	70	8	3	77	52	52	62	95	61	18	84	53	88	50	36	25	91	16	19	97	100	52	97	69	96	33	69	7	41	87	59	22	86	41	25	78	0	1	13	96	82	74	14	85	58	5	21	27	69	43	73	63	49	47	30	25	82	40	96	66	85	14	4	36	64	52	10	92	61	12	85	21	24	93	8	9	89	10	68	0	36	97	44	24	0	47	81	31	69	83	4	68	warm	warm	hot	hot	cold	hot	warm	warm	lukewarm	hot	cold	hot	lukewarm	lukewarm	hot	warm	cold	hot	warm	lukewarm	warm	cold	lukewarm	lukewarm	cold	hot	lukewarm	cold	hot	hot	warm	cold	cold	lukewarm	warm	warm	warm	warm	hot	hot	warm	lukewarm	hot	cold	hot	hot	hot	hot	lukewarm	hot	warm	hot	cold	warm	hot	cold	lukewarm	cold	lukewarm	hot	warm	lukewarm	warm	warm	cold	cold	cold	warm	lukewarm	warm	hot	cold	lukewarm	warm	warm	cold	warm	cold	cold	hot	warm	warm	warm	warm	cold	hot	cold	lukewarm	lukewarm	lukewarm	warm	cold	lukewarm	warm	lukewarm	lukewarm	hot	lukewarm	warm	lukewarm
s88	72	18	73	50	95	6	73	22	42	99	58	99	15	56	9	74	23	57	7	86	8	11	78	5	5	24	70	1	50	95	15	27	30	76	43	62	83	97	65	98	62	5	23	34	71	17	57	14	85	12	48	80	76	41	55	12	64	81	58	74	33	15	53	51	32	49	34	99	68	2	41	9	53	73	44	46	15	42	32	99	15	95	10	19	50	44	68	95	69	25	58	38	100	52	17	70	73	89	18	90	cold	warm	hot	lukewarm	cold	warm	lukewarm	hot	hot	cold	warm	hot	hot	hot	lukewarm	cold	hot	hot	warm	warm	hot	hot	lukewarm	warm	hot	hot	cold	lukewarm	hot	hot	cold	cold	hot	warm	hot	hot	hot	cold	cold	cold	warm	cold	hot	warm	cold	hot	warm	cold	hot	hot	hot	hot	lukewarm	cold	hot	cold	lukewarm	cold	lukewarm	warm	warm	warm	cold	hot	hot	cold	warm	hot	lukewarm	lukewarm	lukewarm	warm	hot	warm	warm	warm	hot	warm	warm	warm	warm	hot	lukewarm	warm	lukewarm	warm	cold	warm	hot	hot	hot	warm	lukewarm	cold	warm	lukewarm	lukewarm	lukewarm	warm	hot
s89	21	17	19	51	34	85	17	64	61	93	51	62	8	85	33	99	16	76	96	36	24	54	37	82	35	68	58	31	78	60	98	14	22	66	0	44	100	28	3	45	72	99	26	36	96	86	16	69	61	59	33	55	19	16	93	56	48	82	51	54	47	41	61	2	91	60	72	4	94	90	63	76	74	64	51	44	65	85	49	77	4	45	9	49	30	1	41	84	47	84	3	1	75	96	27	31	67	35	41	57	warm	hot	hot	lukewarm	lukewarm	lukewarm	hot	warm	lukewarm	cold	cold	warm	hot	cold	cold	warm	lukewarm	cold	cold	lukewarm	cold	cold	warm	warm	warm	warm	hot	cold	cold	lukewarm	cold	hot	warm	hot	hot	cold	cold	warm	warm	hot	cold	warm	cold	warm	hot	hot	hot	cold	lukewarm	lukewarm	warm	cold	lukewarm	cold	cold	warm	warm	warm	lukewarm	hot	lukewarm	lukewarm	cold	warm	lukewarm	lukewarm	cold	hot	lukewarm	cold	lukewarm	lukewarm	hot	cold	hot	hot	hot	lukewarm	warm	cold	warm	hot	warm	hot	cold	lukewarm	lukewarm	cold	lukewarm	warm	lukewarm	hot	warm	warm	lukewarm	cold	lukewarm	warm	cold	lukewarm
s90	12	4	47	4	46	14	47	0	22	64	62	36	95	5	18	4	24	83	25	15	17	2	40	81	7	35	37	33	36	64	81	88	99	37	60	27	91	14	69	38	77	32	28	92	26	77	32	28	49	80	98	28	33	76	89	24	38	3	50	61	23	53	38	78	17	77	53	50	81	59	15	75	92	28	59	32	0	32	69	73	40	68	76	17	69	31	27	24	31	7	72	89	18	87	73	35	59	41	76	91	cold	warm	cold	hot	hot	lukewarm	cold	cold	warm	hot	cold	lukewarm	cold	lukewarm	lukewarm	cold	warm	warm	warm	hot	warm	cold	lukewarm	lukewarm	lukewarm	lukewarm	warm	cold	hot	cold	warm	hot	hot	lukewarm	cold	lukewarm	lukewarm	cold	lukewarm	cold	lukewarm	hot	lukewarm	lukewarm	cold	warm	cold	lukewarm	cold	warm	lukewarm	lukewarm	cold	lukewarm	cold	warm	warm	warm	lukewarm	hot	cold	hot	hot	hot	lukewarm	lukewarm	cold	hot	warm	cold	lukewarm	cold	hot	lukewarm	warm	lukewarm	hot	lukewarm	lukewarm	warm	cold	lukewarm	cold	cold	hot	cold	hot	lukewarm	hot	warm	cold	warm	hot	cold	warm	warm	warm	warm	cold	lukewarm
s91	81	85	42	10	60	5	48	70	45	2	91	65	68	35	56	51	76	27	20	95	73	90	16	17	1	5	9	33	7	18	64	96	69	67	6	53	43	56	90	60	88	6	47	68	51	36	76	19	9	42	73	67	16	58	29	31	44	60	26	22	81	31	87	21	77	41	15	84	57	7	59	68	55	89	61	4	68	29	91	69	62	2	5	79	5	28	83	82	95	78	96	22	66	79	9	82	27	59	54	85	warm	warm	hot	cold	warm	cold	lukewarm	warm	lukewarm	lukewarm	lukewarm	cold	lukewarm	hot	hot	warm	warm	cold	hot	hot	cold	warm	hot	warm	hot	warm	lukewarm	cold	cold	cold	lukewarm	hot	warm	hot	lukewarm	warm	warm	lukewarm	lukewarm	lukewarm	warm	hot	cold	cold	cold	hot	lukewarm	hot	warm	cold	lukewarm	lukewarm	lukewarm	warm	warm	lukewarm	lukewarm	warm	hot	cold	lukewarm	hot	lukewarm	warm	hot	cold	lukewarm	lukewarm	hot	hot	cold	lukewarm	hot	lukewarm	lukewarm	hot	lukewarm	warm	lukewarm	hot	warm	lukewarm	hot	lukewarm	hot	warm	lukewarm	hot	lukewarm	warm	cold	cold	hot	lukewarm	warm	lukewarm	warm	lukewarm	cold	warm
s92	41	48	52	78	84	46	92	80	89	60	50	20	17	39	8	59	69	80	47	31	25	97	68	75	0	60	9	63	15	68	60	56	15	63	7	66	97	20	41	78	88	50	39	61	5	89	26	83	87	13	22	84	77	3	25	86	69	47	32	54	11	56	68	41	5	47	60	12	15	44	73	15	50	6	50	91	26	83	20	79	4	68	12	72	85	21	17	34	82	55	46	17	29	13	29	15	10	75	30	83	cold	lukewarm	cold	lukewarm	hot	warm	hot	cold	cold	hot	lukewarm	warm	lukewarm	hot	hot	warm	hot	lukewarm	lukewarm	cold	warm	hot	cold	lukewarm	lukewarm	warm	cold	hot	cold	warm	lukewarm	hot	lukewarm	cold	hot	warm	hot	lukewarm	cold	warm	lukewarm	hot	warm	lukewarm	warm	hot	hot	cold	hot	cold	lukewarm	warm	warm	cold	warm	hot	lukewarm	warm	hot	cold	lukewarm	warm	lukewarm	lukewarm	warm	lukewarm	cold	warm	cold	warm	cold	cold	hot	lukewarm	hot	cold	lukewarm	hot	lukewarm	cold	cold	warm	lukewarm	hot	cold	lukewarm	lukewarm	hot	cold	warm	hot	warm	cold	warm	cold	hot	cold	hot	lukewarm	cold
s93	99	65	45	92	88	24	90	61	68	10	82	18	75	29	43	80	19	14	85	45	57	56	14	26	83	46	64	78	15	92	80	42	65	24	40	52	31	82	39	42	7	45	88	15	73	2	97	89	86	81	4	26	36	19	98	41	6	49	32	89	11	95	41	98	52	9	59	26	52	19	57	52	81	58	70	61	28	89	5	6	90	66	53	86	48	8	32	31	21	82	72	21	95	28	29	32	23	16	63	11	lukewarm	cold	warm	cold	warm	warm	cold	warm	lukewarm	warm	hot	warm	lukewarm	hot	hot	warm	lukewarm	warm	hot	lukewarm	lukewarm	hot	cold	lukewarm	warm	hot	hot	warm	warm	hot	cold	lukewarm	warm	cold	cold	lukewarm	cold	lukewarm	warm	hot	lukewarm	cold	hot	hot	hot	warm	warm	lukewarm	hot	hot	hot	lukewarm	lukewarm	warm	lukewarm	lukewarm	cold	lukewarm	lukewarm	lukewarm	cold	lukewarm	hot	cold	cold	warm	warm	cold	hot	hot	hot	lukewarm	warm	cold	cold	cold	cold	warm	lukewarm	warm	lukewarm	warm	hot	cold	hot	hot	lukewarm	cold	cold	cold	lukewarm	lukewarm	lukewarm	cold	warm	hot	warm	cold	warm	hot
s94	17	80	56	38	92	13	30	96	74	93	29	27	31	31	83	23	34	58	40	27	7	56	37	9	83	28	59	88	6	12	86	88	89	51	88	48	77	44	70	87	47	1	59	47	33	92	63	87	90	99	17	58	83	14	0	23	79	25	95	74	73	32	82	46	96	55	41	99	95	60	64	43	20	83	20	23	76	63	27	29	83	70	42	41	7	8	89	7	30	85	35	13	95	33	0	96	43	97	76	19	lukewarm	cold	cold	lukewarm	hot	lukewarm	cold	hot	warm	lukewarm	lukewarm	cold	lukewarm	lukewarm	lukewarm	lukewarm	warm	warm	hot	cold	lukewarm	cold	warm	lukewarm	lukewarm	cold	hot	lukewarm	cold	lukewarm	cold	lukewarm	warm	lukewarm	cold	lukewarm	hot	warm	cold	lukewarm	cold	hot	warm	cold	lukewarm	lukewarm	warm	cold	lukewarm	lukewarm	cold	lukewarm	warm	cold	hot	warm	lukewarm	warm	lukewarm	warm	cold	hot	cold	warm	hot	hot	lukewarm	warm	cold	lukewarm	hot	hot	hot	lukewarm	cold	cold	hot	lukewarm	cold	cold	warm	warm	warm	hot	hot	warm	hot	hot	cold	lukewarm	hot	lukewarm	warm	lukewarm	lukewarm	hot	cold	warm	cold	cold
s95	9	13	2	25	68	81	35	22	41	82	62	36	14	53	76	61	26	42	22	30	73	72	38	59	83	95	96	33	80	72	72	40	0	31	66	83	14	95	58	61	97	10	38	55	49	74	64	25	53	98	94	69	18	68	65	89	97	29	27	81	64	10	48	35	37	30	10	70	77	88	87	39	19	79	19	51	80	24	63	94	27	95	21	58	51	23	80	4	97	43	33	49	99	29	56	15	63	94	39	15	hot	cold	lukewarm	cold	cold	lukewarm	cold	cold	hot	warm	lukewarm	cold	warm	lukewarm	lukewarm	hot	hot	hot	warm	cold	lukewarm	hot	warm	hot	lukewarm	lukewarm	lukewarm	cold	warm	lukewarm	lukewarm	warm	hot	lukewarm	cold	lukewarm	cold	warm	lukewarm	cold	cold	lukewarm	hot	cold	cold	lukewarm	warm	cold	hot	cold	warm	lukewarm	lukewarm	cold	cold	warm	hot	warm	lukewarm	warm	lukewarm	cold	cold	lukewarm	lukewarm	warm	warm	lukewarm	lukewarm	hot	cold	warm	hot	cold	hot	hot	cold	warm	warm	lukewarm	hot	cold	warm	hot	hot	warm	cold	cold	warm	hot	hot	warm	warm	cold	lukewarm	lukewarm	warm	hot	lukewarm	cold
s96	40	44	61	89	62	33	82	38	58	12	98	51	44	1	96	88	97	49	93	14	67	45	76	31	11	78	1	57	30	61	13	96	82	76	71	93	28	0	49	83	99	63	58	62	36	49	99	78	72	57	82	68	76	58	34	98	75	24	99	62	20	53	47	81	28	80	2	86	13	27	97	22	45	19	22	94	25	39	84	95	64	40	94	55	87	97	91	37	69	85	79	13	20	18	32	24	62	78	22	50	warm	warm	hot	warm	hot	cold	lukewarm	cold	warm	lukewarm	lukewarm	warm	cold	hot	warm	hot	hot	warm	hot	warm	cold	cold	lukewarm	lukewarm	warm	cold	lukewarm	warm	lukewarm	cold	hot	lukewarm	cold	hot	cold	warm	hot	hot	warm	cold	hot	lukewarm	lukewarm	cold	hot	lukewarm	cold	warm	hot	warm	lukewarm	hot	lukewarm	cold	warm	warm	hot	warm	cold	hot	warm	warm	hot	lukewarm	lukewarm	hot	cold	hot	lukewarm	warm	cold	cold	cold	cold	hot	cold	lukewarm	warm	lukewarm	hot	warm	cold	warm	cold	cold	lukewarm	lukewarm	warm	warm	hot	lukewarm	cold	hot	lukewarm	warm	hot	warm	warm	lukewarm	hot
s97	53	10	19	16	22	67	1	71	57	40	2	45	47	77	5	47	8	48	5	34	44	45	81	8	80	96	86	75	36	6	7	12	72	45	20	68	52	75	78	63	93	67	2	63	73	17	49	33	51	60	42	22	72	98	56	13	34	1	80	52	16	1	46	10	32	100	39	43	60	71	29	50	61	40	12	60	32	45	39	12	7	95	34	52	86	47	89	84	95	21	58	15	100	23	4	18	21	14	63	35	hot	cold	warm	lukewarm	cold	hot	hot	hot	lukewarm	lukewarm	cold	cold	warm	hot	hot	warm	warm	lukewarm	lukewarm	warm	warm	cold	lukewarm	warm	lukewarm	lukewarm	hot	cold	hot	hot	warm	lukewarm	hot	cold	lukewarm	hot	warm	warm	warm	warm	hot	lukewarm	warm	lukewarm	hot	cold	cold	hot	cold	hot	lukewarm	warm	warm	hot	hot	lukewarm	hot	hot	lukewarm	warm	lukewarm	hot	lukewarm	warm	lukewarm	hot	cold	cold	lukewarm	warm	lukewarm	warm	warm	warm	warm	cold	lukewarm	warm	cold	cold	lukewarm	cold	lukewarm	lukewarm	cold	warm	hot	cold	hot	hot	lukewarm	lukewarm	hot	warm	hot	cold	cold	cold	lukewarm	hot
s98	48	82	64	91	87	17	8	92	48	1	99	72	30	49	90	94	1	22	39	21	59	5	15	7	65	61	15	65	76	68	4	12	51	24	59	50	6	69	40	91	84	44	15	53	33	92	24	98	72	68	93	41	92	17	50	94	93	51	29	35	87	5	54	55	6	94	4	99	53	51	8	38	79	60	73	80	7	31	70	42	65	99	33	67	35	61	13	8	85	46	4	84	85	66	83	4	58	81	76	0	warm	warm	lukewarm	cold	hot	warm	hot	lukewarm	warm	hot	cold	cold	lukewarm	hot	hot	cold	cold	warm	hot	lukewarm	warm	cold	hot	warm	warm	lukewarm	lukewarm	lukewarm	cold	warm	warm	lukewarm	lukewarm	cold	warm	lukewarm	lukewarm	cold	hot	hot	lukewarm	cold	lukewarm	cold	warm	warm	hot	hot	cold	hot	cold	lukewarm	cold	lukewarm	hot	warm	lukewarm	lukewarm	cold	warm	hot	warm	warm	lukewarm	warm	hot	warm	cold	hot	cold	lukewarm	lukewarm	lukewarm	lukewarm	hot	cold	hot	warm	cold	cold	hot	hot	warm	warm	hot	lukewarm	lukewarm	lukewarm	warm	lukewarm	hot	lukewarm	warm	lukewarm	warm	warm	warm	hot	cold	cold
s99	25	48	16	22	37	56	32	22	20	71	83	10	75	73	23	100	72	75	18	31	82	92	13	25	64	68	88	95	15	79	57	76	69	12	15	39	18	39	26	19	15	63	12	81	14	24	99	72	93	99	17	100	17	33	29	63	31	16	1	11	100	91	53	70	4	95	91	74	76	50	50	24	59	44	14	93	79	72	92	16	25	24	60	25	37	54	64	33	96	33	35	62	53	19	92	42	29	17	70	98	cold	cold	lukewarm	hot	hot	hot	cold	hot	cold	cold	lukewarm	lukewarm	lukewarm	hot	warm	hot	cold	warm	warm	cold	cold	warm	warm	warm	lukewarm	lukewarm	warm	lukewarm	lukewarm	lukewarm	lukewarm	warm	lukewarm	warm	cold	cold	warm	cold	cold	warm	warm	cold	lukewarm	cold	warm	hot	hot	lukewarm	lukewarm	lukewarm	warm	warm	lukewarm	hot	hot	hot	cold	lukewarm	hot	warm	lukewarm	cold	hot	hot	hot	warm	cold	lukewarm	cold	lukewarm	hot	warm	cold	cold	cold	hot	cold	hot	lukewarm	cold	hot	lukewarm	warm	lukewarm	lukewarm	cold	lukewarm	lukewarm	hot	warm	hot	hot	lukewarm	hot	warm	lukewarm	cold	hot	lukewarm	warm
s100	31	84	80	87	50	79	22	64	56	72	53	69	36	94	93	100	39	6	82	55	5	84	84	84	44	96	21	19	3	9	53	45	17	96	30	76	7	4	24	41	99	63	31	62	20	83	72	42	61	0	79	97	76	43	33	99	81	79	35	28	41	15	67	92	71	10	52	100	83	79	1	72	12	2	44	17	75	23	22	88	64	52	100	21	28	96	13	29	54	27	58	47	27	55	21	77	63	70	36	61	cold	cold	warm	warm	cold	cold	warm	hot	hot	hot	warm	warm	cold	warm	lukewarm	hot	hot	hot	warm	cold	lukewarm	hot	hot	cold	warm	cold	hot	hot	warm	hot	hot	cold	lukewarm	lukewarm	warm	warm	cold	cold	cold	cold	hot	warm	hot	cold	cold	lukewarm	hot	hot	cold	hot	cold	hot	lukewarm	hot	warm	lukewarm	lukewarm	cold	hot	warm	lukewarm	lukewarm	lukewarm	warm	warm	warm	cold	cold	hot	cold	cold	cold	hot	hot	hot	warm	warm	cold	warm	lukewarm	hot	lukewarm	lukewarm	warm	lukewarm	warm	lukewarm	lukewarm	warm	lukewarm	warm	cold	hot	hot	cold	hot	cold	lukewarm	lukewarm	hot
